StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q9,Q138,Q139,Q140,Q141,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q28,match timer_First Click,match timer_Last Click,match timer_Page Submit,match timer_Click Count,get timer_First Click,get timer_Last Click,get timer_Page Submit,get timer_Click Count,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q83,Q87,Q90_1_x,Q90_1_y,Q90,Q91,attn_check,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q20,Q100_First Click,Q100_Last Click,Q100_Page Submit,Q100_Click Count,Q84,Q141,Q142,Q143_1,Q144,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,fairness(new),Q31,guesstimate(new)_1,feedback (new),Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,Q76_First Click,Q76_Last Click,Q76_Page Submit,Q76_Click Count,Q77_First Click,Q77_Last Click,Q77_Page Submit,Q77_Click Count,Q78_First Click,Q78_Last Click,Q78_Page Submit,Q78_Click Count,Q94,Q95,Q129,Q96,Q128,Q131,Q102,Q103,researcherID,studyID,Create New Field or Choose From Dropdown...,groupID,participantID,groupSize,numStages,roles,timeOutLog,maxWaitTime,botMatch,matchAlert,id,participantRole,participantStatus,sendData,sendStage,getStage,getData,saveData,getWaitText,freezeTime,chatLog,chatDuration,chatName,chatWindowWidth,chatWindowHeight,chatInstructions
2022-06-06 11:06:25,2022-06-06 11:06:25,2,,100,0,1,2022-06-06 11:06:25,R_0J4liJO6qZOhLF4,,,,,40.7359,-73.9904,test,,2,2,7,4,5,4.09,7.22,6.18,4,"Nunc iaculis, est faucibus volutpat vulputate curabitur consequat culpa nibh quam? Lacus bibendum dui.",1.15,6.51,3.45,49,8.1,9.32,8.89,35,3.9,9.83,4.58,50,4,5,485,461,Other,16,1,7.16,7.21,9.9,22,0.71,4.29,4.91,25,,,,,,,,,,,,,,,2,7,5,Suspendisse! Molestie? Metus dolorem imperdiet cursus rhoncus ullamcorper. Fusce natoque cras magnis.,0.24,6.14,6.2,0,,,,,,,,,,,,,Nec eleifend pede culpa lectus sed leo mi ipsum? Donec proin ante et egestas.,2,Diam magnis suspendisse sollicitudin elit mi rhoncus eros elit sed.,1,,Sagittis viverra wisi euismod? Amet lorem ridiculus ullamcorper ultrices. Consectetuer a? Convallis at! Pellentesque.,2,2,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,Player4-Republican,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
2022-06-06 11:06:25,2022-06-06 11:06:25,2,,100,0,1,2022-06-06 11:06:25,R_6WIMcz1KSuUKfpc,,,,,40.7359,-73.9904,test,,2,3,5,6,5,5.51,9.37,6.93,2,Venenatis dolor ultricies porttitor enim luctus ante! Posuere. Porta odio tempor dui.,8.67,8.79,9.14,36,4.24,4.44,8.4,47,8.23,8.24,8.69,31,2,2,556,289,Region #2,17,1,7.86,8.57,9.63,0,5.99,9.57,7.83,45,,,,,,,,,,,,,,,2,6,7,"Aenean eros, eu! Magnis sollicitudin auctor metus? Nulla fermentum. Nibh. Accusamus atque ab.",,,,,,,,,,,,,,,,,"Laoreet dolor tincidunt iaculis volutpat vestibulum nulla lorem, consectetuer vestibulum.",2,"Enim imperdiet porta duis suspendisse placerat posuere, a leo tempor pharetra platea, placerat.",1,,"Eros ab! Ligula bibendum vel nonummy! Pede natoque pharetra ligula? Justo, gravida magnis.",2,1,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
2022-06-06 11:06:25,2022-06-06 11:06:25,2,,100,0,1,2022-06-06 11:06:25,R_0fHyPKzB7s6ZoPQ,,,,,40.7359,-73.9904,test,,2,3,5,8,8,2.13,4.57,2.56,45,"Phasellus at lacus enim dignissim, ab. Orci at atque sollicitudin, eget curabitur enim.",4.01,4.9,8.45,22,8.04,9.08,9.7,26,9.95,9.96,9.97,0,1,5,727,79,Region #2,16,9,5.93,6.67,7.94,12,4.2,5.05,9.91,41,,,,,,,,,,,,,,,3,3,3,Dapibus! Euismod augue scelerisque imperdiet aliquet lorem aliquet curabitur augue.,,,,,,,,,,,,,,,,,Mattis eu vehicula sem rhoncus? Diam suscipit platea felis etiam eu.,1,,2,"Primis bibendum potenti cras mattis lacus nonummy, wisi aliquam ac. Nonummy temporibus. Ac viverra nunc.",Curabitur ridiculus magna sagittis! Ullamcorper vel. Sapien quam maecenas ultrices metus magnis maecenas non.,1,2,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
2022-06-06 11:06:25,2022-06-06 11:06:25,2,,100,0,1,2022-06-06 11:06:25,R_2nouUpJPS9LPlDE,,,,,40.7359,-73.9904,test,,2,2,5,5,7,7.64,8.45,7.67,0,"Cras urna, diam. At aliquam scelerisque arcu. Curabitur aenean, dapibus.",7.56,8.39,8.46,19,7.16,8.43,9.23,39,4.28,5.74,7.72,31,1,3,774,398,Region #2,18,7,5.26,7.61,9.85,32,6.49,9.02,9.13,29,2,1.31,4.87,9.1,0,,3,4,8,"Tempora consectetuer tortor. Diam ab. Vivamus donec ut molestie, praesent cursus montes. Dignissim.",,,,,,,,,,,,,,,,,,,,,,,,,Vulputate sapien ut sit commodo maecenas vel aliquet consequat! Nunc? Ultricies laoreet vehicula.,1,,1,,"Accusamus ante? Etiam magna temporibus. Ullamcorper, atque culpa ridiculus potenti.",2,1,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,Player4-Republican,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
2022-06-06 11:06:25,2022-06-06 11:06:26,2,,100,1,1,2022-06-06 11:06:26,R_9zR8oS6hKrWRZYi,,,,,40.7359,-73.9904,test,,1,1,6,4,8,6.44,6.96,7.42,14,"Nulla phasellus? Tempora ullamcorper primis aenean quam, etiam odio, dolor curabitur tortor, eleifend.",1.35,3.74,5.58,7,3.97,4.46,6.08,7,7.28,7.69,9.03,34,4,1,453,148,Region #1,17,5,9.09,9.9,9.96,42,1.5,4.48,9,5,,,,,,,,,,,5.76,7.67,7.97,29,2,1,7,"At ridiculus tortor, arcu, duis suspendisse pretium! Sodales nulla donec imperdiet aenean blandit.",,,,,,,,,,,,,,,,,Massa mi viverra venenatis. Augue elementum turpis nullam posuere ac accumsan vel in egestas.,1,,2,Ligula! Ab? Ut risus vivamus magnis potenti accusamus temporibus proin neque viverra. Magnis amet sodales.,"Venenatis nunc in ridiculus, purus vehicula gravida vestibulum turpis euismod consequat arcu.",1,2,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,Player1-Democrat,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
2022-06-06 11:06:26,2022-06-06 11:06:26,2,,100,0,1,2022-06-06 11:06:26,R_b3L1FOtyyc6sKwK,,,,,40.7359,-73.9904,test,,2,2,7,4,8,0,0.45,0.08,10,"Venenatis ridiculus blandit, luctus accusamus natoque aliquet, leo rhoncus. Metus.",3.63,8.5,5.96,10,4.2,9.2,7.95,34,0.65,6.28,5.41,35,4,5,560,99,Region #2,16,6,0.67,5.14,7.67,31,9.13,9.41,9.19,31,,,,,,,,,,,,,,,1,4,9,Morbi ridiculus a porttitor at. Ultricies neque egestas cursus at.,,,,,,,,,1.24,4.22,8.16,25,,,,,Auctor nullam facilisis porta montes! Nunc! Proin eu wisi! At.,1,,1,,Elementum pede rhoncus dui culpa laoreet. Faucibus nec odio vivamus fusce. Accumsan.,2,1,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,Player2-Republican,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
2022-06-06 11:06:26,2022-06-06 11:06:26,2,,100,0,1,2022-06-06 11:06:26,R_9ujeyFHxrAIcZNQ,,,,,40.7359,-73.9904,test,,2,3,4,6,7,9.83,9.84,9.93,8,"Platea culpa viverra tempus primis donec suscipit primis ante ipsum, sagittis a.",5.2,5.79,6.73,2,9.07,9.82,9.14,35,1.68,4.6,4.53,27,5,4,28,154,Region #1,15,2,8.16,8.18,8.65,48,8.36,9.72,9.67,48,1,3.41,7.51,5.07,42,2,1,6,8,Amet consectetuer duis porttitor magnis? A vehicula. Mi suspendisse. Malesuada.,,,,,,,,,,,,,,,,,,,,,,,,,"Gravida maecenas natoque nulla consectetuer, quam imperdiet vitae malesuada sagittis dui auctor vehicula.",1,,1,,Augue tempora eget. Magna pretium diam vulputate facilisis? In platea accusamus! Pede curabitur.,1,1,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
2022-06-06 11:06:26,2022-06-06 11:06:26,2,,100,0,1,2022-06-06 11:06:26,R_3luZfViLk1jMWlo,,,,,40.7359,-73.9904,test,,2,3,8,6,7,0.84,9.48,8.22,32,Morbi porta elementum. Fringilla ultricies at augue vestibulum? Tempor. Volutpat viverra atque.,2.21,3.22,4.34,42,0.81,5.08,6.94,2,2.52,6.47,8.78,35,4,2,885,373,Region #2,16,5,5.41,8.67,7.08,6,1.96,9.93,5.79,36,,,,,,,,,,,,,,,2,1,7,Sagittis? Nulla venenatis. Ipsum lorem cursus? A. Iaculis maecenas suspendisse interdum nullam ligula morbi.,,,,,,,,,,,,,,,,,Ipsum augue commodo molestie! Euismod neque? Duis natoque donec commodo arcu. Dictumst nunc diam volutpat.,2,"Quam lectus magnis suscipit nonummy, donec ac tellus. Magnis ultrices donec pellentesque ultricies porta nec.",2,Turpis? Wisi magna! Magnis arcu mi tellus fermentum eget eu ut! Donec malesuada.,"Consectetuer dolorem dolor ac, integer eleifend potenti at ac aenean.",1,2,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
2022-06-06 11:06:26,2022-06-06 11:06:26,2,,100,0,1,2022-06-06 11:06:26,R_0BWkUy153ez1Js2,,,,,40.7359,-73.9904,test,,1,2,6,4,6,9.03,9.53,9.44,37,Temporibus vivamus volutpat arcu ab facilisis. Arcu malesuada erat! Mattis risus quis.,7.9,8.13,9.23,28,7.05,7.57,9.92,16,8.68,8.93,9.16,16,2,3,491,396,Region #2,18,1,6.91,9.15,7.55,4,3.07,5.99,8.2,47,,,,,,,,,,,9.41,9.49,9.77,16,1,2,0,Quis luctus atque facilisi pede imperdiet sodales per nonummy accusamus rhoncus vulputate sem sed.,,,,,,,,,,,,,,,,,Vulputate rutrum arcu in in id massa tempora atque cras? Non! Ultrices tellus vehicula sed.,1,,1,,Ipsum enim eros laoreet non ab placerat praesent ridiculus enim etiam. Sollicitudin.,1,2,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,Player2-Republican,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
2022-06-06 11:06:26,2022-06-06 11:06:27,2,,100,1,1,2022-06-06 11:06:27,R_1EQj7wiRCDNzLym,,,,,40.7359,-73.9904,test,,1,1,6,4,6,1.15,9.71,7.92,31,"Dictumst! Placerat! Eget eget etiam? Ligula, blandit non tempus pharetra vivamus commodo! Nullam pretium.",8.62,9.07,8.96,14,7.13,8.53,7.98,9,6.34,6.82,7.88,43,2,3,116,292,Region #1,15,8,9.01,9.6,9.65,4,7.06,9.32,7.53,9,,,,,,,,,,,,,,,1,4,9,Ante interdum aliquet dignissim eleifend metus ac magnis duis. Vel nullam! Ridiculus a praesent.,0.02,7.83,2.74,9,,,,,,,,,,,,,"Accusamus? Ipsum non sodales et eget massa nibh? Aliquam, volutpat. Praesent.",1,,2,"Velit ac odio tortor euismod dolorem sed? Integer gravida fermentum. Suspendisse, arcu. Proin.",Ullamcorper magna justo maecenas est? Accusamus. Ut gravida consectetuer nec! Et lorem aliquam.,1,2,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,Player1-Democrat,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
2022-06-06 11:06:27,2022-06-06 11:06:27,2,,100,0,1,2022-06-06 11:06:27,R_3rzk5pedfFLaDIy,,,,,40.7359,-73.9904,test,,2,3,4,6,7,2.32,6.6,6.07,19,"Ullamcorper platea ipsum, duis! Curabitur suscipit enim! Ac placerat mauris proin tortor sem.",5.82,6.9,9.74,0,4.38,8.01,9.77,38,8.16,9.55,9.92,2,1,3,271,324,Region #1,15,1,1.98,4.05,7.19,20,8.35,9.07,9.33,27,2,5.76,7.73,8.34,24,,3,2,10,"Pharetra sollicitudin metus, ipsum fringilla metus! Erat risus commodo pharetra. In dolor nunc.",,,,,,,,,,,,,,,,,,,,,,,,,Dapibus metus convallis quam wisi sit dictumst per sodales egestas a non.,2,Eu suscipit a! Tortor. Iaculis ab. Placerat wisi auctor venenatis lectus proin.,2,"Accumsan ab, massa imperdiet eget tempor. Mauris auctor, vel tempora commodo temporibus vivamus.",Ullamcorper? Bibendum felis tempora! Per augue platea gravida. Dolor? Ab.,2,2,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
2022-06-06 11:06:27,2022-06-06 11:06:27,2,,100,0,1,2022-06-06 11:06:27,R_dpvfVW3JO2HEmj4,,,,,40.7359,-73.9904,test,,2,2,6,6,8,7.98,9.77,9.39,2,Ac ultrices luctus tempora euismod eros maecenas at etiam est mauris potenti.,9.16,9.96,9.72,11,7.94,9.7,8.65,48,3.32,4.85,7.19,5,2,4,748,243,Region #2,14,9,5.51,6.93,9.09,10,9.6,9.67,9.63,14,,,,,,,,,,,,,,,3,7,2,Rhoncus suscipit gravida faucibus id fermentum. Venenatis bibendum pede. Temporibus lacus.,4.94,9.04,9.31,34,,,,,,,,,,,,,A ultricies ab vulputate facilisi. Accusamus eu vehicula neque vulputate.,2,"Tempor rutrum scelerisque cursus! Aliquam! Suscipit, per curabitur. Aliquam convallis proin ullamcorper primis augue.",1,,Malesuada morbi mi platea primis fringilla quam magnis volutpat turpis vel dolorem.,2,2,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,Player4-Republican,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
2022-06-06 11:06:27,2022-06-06 11:06:27,2,,100,0,1,2022-06-06 11:06:27,R_cSbJWmEsAiM2DEG,,,,,40.7359,-73.9904,test,,1,3,8,4,4,2.45,9.77,4.51,21,Cras? Consectetuer enim. At leo? Facilisis! Vitae proin faucibus maecenas lorem tempus! A.,9.93,9.95,9.99,19,5.47,5.52,8.66,14,6.62,8.53,6.63,10,1,1,514,374,Region #2,18,9,8.16,8.5,9.07,3,5.89,6.07,8.58,36,,,,,,,,,,,8.13,8.36,9.44,32,1,2,3,"Diam ligula ipsum praesent elementum. Tincidunt luctus vitae scelerisque, urna. Posuere risus augue? Ligula metus.",,,,,,,,,,,,,,,,,Primis! Interdum pellentesque quis est sem eleifend potenti molestie integer! Ante orci sagittis nec nullam.,1,,1,,Integer rutrum bibendum eget tempus non facilisis dui! Etiam placerat imperdiet ab.,1,1,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
