StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific_id,Q145,match timer_First Click,match timer_Last Click,match timer_Page Submit,match timer_Click Count,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q28,get timer_First Click,get timer_Last Click,get timer_Page Submit,get timer_Click Count,Q186,under_ingroup1,under_ingroup2,under_ingroup3,over_outgroup1,over_outgroup2,over_outgroup3,group_check,over_ingroup1,over_ingroup2,over_ingroup3,under_outgroup1,under_outgroup2,under_outgroup3,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q83,Q87,Q90_1_x,Q90_1_y,Q90,Q91,attn_check,Q147_First Click,Q147_Last Click,Q147_Page Submit,Q147_Click Count,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q20,Q100_First Click,Q100_Last Click,Q100_Page Submit,Q100_Click Count,Q84,Q141,Q142,Q143_1,Q144,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,fairness(new),Q31,guesstimate(new)_1,feedback (new),Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,Q76_First Click,Q76_Last Click,Q76_Page Submit,Q76_Click Count,Q77_First Click,Q77_Last Click,Q77_Page Submit,Q77_Click Count,Q78_First Click,Q78_Last Click,Q78_Page Submit,Q78_Click Count,Q94,Q95,Q129,Q96,Q128,desktop,desktop_4_TEXT,Q131,age,gender,gender_5_TEXT,ethnicity,pol_or,Q102,Q103,researcherID,studyID,Create New Field or Choose From Dropdown...,groupID,participantID,groupSize,numStages,roles,participantRole,timeOutLog,maxWaitTime,id,botMatch,matchAlert,participantStatus,sendData,sendStage,getStage,getData,saveData,getWaitText,freezeTime,chatLog,chatDuration,chatName,chatWindowWidth,chatWindowHeight,chatInstructions
2023-11-29 16:10:15,2023-11-29 16:31:27,0,172.58.243.187,100,1271,1,2023-11-29 16:31:27,R_1ovG7oOeBOafPXe,,,,,38.9267,-76.9758,anonymous,EN,1,6550dbfa9b0b1f08b9a19bdb,1,0,0,6.765,0,0,0,3.006,0,83,0,0,114.304,0,,,,,,,,1,16,16,10,13,13,9,20.559,20.559,35.786,1,4,4,409,50,Region #1,17,3,0,0,17.151,0,10.27,10.27,48.014,1,0,0,25.112,0,2,3.019,24.651,34.445,2,,2,7,9,"Adding a third choice, where each participant can relinquish their ability to choose and let another participant choose if they will be assigned red or green task would be interesting",,,,,,,,,,,,,,,,,,,,,,,,,"The stated purpose was to be paired with dems or republicans and complete task, but it turns out the purpose I think was to see how fair participants were to one another when assigning task. ",1,,2,"I just thought it was not a real person, because of the outcome.  I was selected to assign task.  Most real people I think would have choose differently.",1,,This was interesting.  I would be willing to participate in other studies like this if available.,36,2,,3,5,1,1,6392NwKkvp,MoHi_Study1,,37,R_1ovG7oOeBOafPXe,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player1-Overestimator: hello
<br>Player3-Overestimator: hi there!
<br>Player4-Underestimator: It was hard to estimate the number of dots cause they were different sizes
<br>Player2-Underestimator: I thought i was close. 
<br>Player3-Overestimator: It was hard because it loaded slowly starting from the  top down
<br>Player1-Overestimator: I guess 83 just didn't have enough time to count
<br>Player3-Overestimator: I wonder how many there were
<br>Player3-Overestimator: what did everyone guess
<br>Player1-Overestimator: guessed*
<br>Player3-Overestimator: i guessed 45 and i was  over
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-11-29 16:20:02,2023-11-29 16:31:45,0,172.59.80.92,100,703,1,2023-11-29 16:31:46,R_sFPUx4nwPKZhdBf,,,,,38.2168,-85.7616,anonymous,EN,1,5e46aa20caec81000b7d4f93,1,0,0,60.711,0,0,0,3.015,0,45,0,0,0.722,0,2,17,18,10,16,16,10,,,,,,,,0,0,71.073,0,5,2,232,73,Region #1,18,3,5.407,5.407,7.745,1,0,0,51.338,0,0,0,26.379,0,,,,,,,,,,,,,,,2,3,2,n/a,,,,,,,,,0,0,15.107,0,,,,,i am not sure,1,,1,,1,,n/a,39,1,,7,2,1,1,6392NwKkvp,MoHi_Study1,,42,R_sFPUx4nwPKZhdBf,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player2-Underestimator: hey all
<br>Player4-Underestimator: hi folks
<br>Player3-Overestimator: I guessed 90, which was apparently too high.
<br>Player2-Underestimator: i stink at guessing dots i guess. I guessed 45 and too low
<br>Player1-Overestimator: Overestimator here 
<br>Player4-Underestimator: Underestimated with 75
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>Player2-Underestimator: what was your guess?
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-11-29 16:13:45,2023-11-29 16:32:19,0,71.221.199.201,100,1114,1,2023-11-29 16:32:20,R_25HPIqzaqPlePPC,,,,,31.7583,-95.6366,anonymous,EN,1,64626b7afedc6a67a08dec52,1,0,0,90.307,0,0,0,3.118,0,75,0,0,40.08,0,,,,,,,,1,17,17,11,15,15,11,0,0,28.63,0,1,4,618,156,Region #2,14,3,0,0,14.398,0,0,0,34.538,0,0,0,25.015,0,,,,,,,,,,,0,0,15.126,0,3,4,10,,,,,,,,,,,,,,,,,,I'm really not sure,1,,1,,1,,,59,2,,7,2,1,1,6392NwKkvp,MoHi_Study1,,41,R_25HPIqzaqPlePPC,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player1-Overestimator: Hello!
<br>Player4-Underestimator: Hello
<br>Player3-Overestimator: Hello!!
<br>Player2-Underestimator: hi
<br>Player1-Overestimator: That was tough, I tried to count the dots but it was impossible
<br>Player4-Underestimator: Same here
<br>Player2-Underestimator: i just kinda yolo it guess alittle to high lol
<br>Player4-Underestimator: hoe did y'all come up with a number?
<br>Player3-Overestimator: Yep, not enough time!!
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-11-29 16:05:28,2023-11-29 16:32:38,0,172.56.28.117,100,1629,1,2023-11-29 16:32:38,R_1je5GjA15ZiTPAn,,,,,40.0558,-75.0773,anonymous,EN,1,5f6067975552dc000aa21f2a,1,0,0,45.017,0,0,0,3.008,0,55,0,0,6.75,0,,,,,,,,2,19,17,14,18,19,13,7.528,7.528,62.61,1,1,4,416,234,Region #1,18,3,0,0,7.259,0,0,0,21.331,0,0,0,25.007,0,2,2.199,8.919,16.449,2,,1,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,36,2,,7,6,1,1,6392NwKkvp,MoHi_Study1,,34,R_1je5GjA15ZiTPAn,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,,chatLog,,,
2023-11-29 16:06:52,2023-11-29 16:32:50,0,172.59.25.32,100,1557,1,2023-11-29 16:32:50,R_1BY6bNgWcLamXet,,,,,41.4453,-81.6991,anonymous,EN,1,5e51fbbc31127d237d48c881,1,1.985,71.421,76.318,3,0,0,3.116,0,45,0,0,0.543,0,,,,,,,,1,16,16,9,16,16,9,12.223,12.223,28.367,1,1,4,142,213,Region #1,16,3,0,0,13.436,0,1.391,8.413,66.648,2,1.416,21.422,25.019,3,,,,,,,,,,,,,,,3,4,8,Just not sure if I actually talked to real people or not.. I never got responses to my question.,,,,,6.992,6.992,15.122,1,,,,,,,,,To see how we react thinking there are real people playing with us and if we think they are assholes (lol sorry) if they chose green instead of red and made someone else do a 20 minute task.,2,I never got responses to my questions.. at first I thought it  was real but the more I thought about it I think it was all set up ahead of time.,2,I did at first but then when it was not me and chose green I figured it was all set up.,1,,"nope, thank you.",23,2,,7,2,1,1,6392NwKkvp,MoHi_Study1,,37,R_1BY6bNgWcLamXet,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player1-Overestimator: hello
<br>Player3-Overestimator: hi there!
<br>Player4-Underestimator: It was hard to estimate the number of dots cause they were different sizes
<br>Player2-Underestimator: I thought i was close. 
<br>Player3-Overestimator: It was hard because it loaded slowly starting from the  top down
<br>Player1-Overestimator: I guess 83 just didn't have enough time to count
<br>Player3-Overestimator: I wonder how many there were
<br>Player3-Overestimator: what did everyone guess
<br>Player1-Overestimator: guessed*
<br>Player3-Overestimator: i guessed 45 and i was  over
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-11-29 16:18:10,2023-11-29 16:33:08,0,71.10.65.122,100,897,1,2023-11-29 16:33:09,R_1CdAB3BiLBZ2lgf,,,,,45.21,-93.6607,anonymous,EN,1,5783e984160201000103ece2,1,0,0,146.641,0,0,0,3.123,0,90,0,0,43.403,0,,,,,,,,1,14,14,9,13,13,9,0,0,21.68,0,1,4,616,157,Region #2,14,3,0,0,8.276,0,0,0,24.949,0,0,0,25.02,0,,,,,,,,,,,0,0,15.02,0,3,6,10,,,,,,,,,,,,,,,,,,something about belonging to a group,2,"The chat cut off quickly, which would prevent any actual conversation. It would be easily faked.",2,"The study didn't seem to be about what it was acting as if it were about, every step felt like it was crafted as part of the manipulation.",1,,,35,1,,"4,7",3,1,1,6392NwKkvp,MoHi_Study1,,42,R_1CdAB3BiLBZ2lgf,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player2-Underestimator: hey all
<br>Player4-Underestimator: hi folks
<br>Player3-Overestimator: I guessed 90, which was apparently too high.
<br>Player2-Underestimator: i stink at guessing dots i guess. I guessed 45 and too low
<br>Player1-Overestimator: Overestimator here 
<br>Player4-Underestimator: Underestimated with 75
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-11-29 16:18:19,2023-11-29 16:33:31,0,159.235.65.238,100,911,1,2023-11-29 16:33:31,R_2Y5Ssa5G9aS9Eue,,,,,33.7352,-87.0555,anonymous,EN,1,6434edc0fd9813bdd9ef181,1,0,0,9.039,0,0,0,3.016,0,54,0,0,10.354,0,,,,,,,,1,19,19,12,16,16,12,16.537,16.537,22.859,1,1,4,769,289,Region #2,16,3,0,0,17.692,0,11.008,15.565,25.568,2,0,0,25.151,0,,,,,,,,,,,,,,,2,7,10,,0,0,15.126,0,,,,,,,,,,,,,Decision making,1,,1,,1,,,49,2,,7,4,1,1,6392NwKkvp,MoHi_Study1,,42,R_2Y5Ssa5G9aS9Eue,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player2-Underestimator: hey all
<br>Player4-Underestimator: hi folks
<br>Player3-Overestimator: I guessed 90, which was apparently too high.
<br>Player2-Underestimator: i stink at guessing dots i guess. I guessed 45 and too low
<br>Player1-Overestimator: Overestimator here 
<br>Player4-Underestimator: Underestimated with 75
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-11-29 16:24:44,2023-11-29 16:34:02,0,76.89.121.148,100,557,1,2023-11-29 16:34:02,R_z8wleztYN8lDNL3,,,,,33.7237,-116.3803,anonymous,EN,1,56f0393f3f71990005d0e66d,1,0,0,99.815,0,0,0,3.107,0,300,0,0,20.49,0,,,,,,,,1,19,19,13,16,16,12,0,0,20.914,0,1,4,690,88,Region #2,17,3,0,0,7.487,0,0,0,10.929,0,0,0,25.006,0,,,,,,,,,,,0,0,15.009,0,1,7,8,,,,,,,,,,,,,,,,,,decision making,1,,1,,1,,,38,1,,7,4,1,1,6392NwKkvp,MoHi_Study1,,43,R_z8wleztYN8lDNL3,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player3-Overestimator: Hello 
<br>Player1-Overestimator: hello everyone
<br>Player4-Underestimator: Hello
<br>Player2-Underestimator: Ok that was a little hard lol
<br>Player1-Overestimator: i just guessed the amount of dots
<br>Player4-Underestimator: For sure. I also guessed
<br>Player2-Underestimator: It was so quick
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-11-29 16:12:34,2023-11-29 16:34:22,0,172.56.249.212,100,1307,1,2023-11-29 16:34:23,R_11irHX4StqFGx8s,,,,,39.8291,-86.0859,anonymous,EN,1,56494d5b6902220012c4acb7,1,126.307,126.307,128.105,1,0,0,3.009,0,100,0,0,318.205,0,2,16,16,9,16,16,12,,,,,,,,0,0,25.795,0,1,4,405,224,Region #1,14,3,0,0,22.561,0,0,0,27.565,0,0,0,25.019,0,,,,,,,,,,,,,,,2,6,9,I would have made the same choice as the randomly assigned person.,,,,,,,,,0,0,15.117,0,,,,,I have no idea.,1,,1,,1,,"Yes. I was asked to report that participant 1 did not complete the first portion, and that portion of the study was cancelled.",54,2,,7,7,1,1,6392NwKkvp,MoHi_Study1,,39,R_11irHX4StqFGx8s,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator," *** Warning: Participant Player1-Overestimator timed out in stage 1. Survey terminated.",300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player3-Overestimator: O guess it was hard since i didnt guess the right number.
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-11-29 16:25:31,2023-11-29 16:34:57,0,71.79.250.10,100,565,1,2023-11-29 16:34:57,R_1o6AUStwkJ2pYGd,,,,,40.0337,-83.1319,anonymous,EN,1,60ffef81dfdb4a31c8b546cc,1,5.517,5.517,68.43,1,0,0,3.01,0,100,0,0,0.441,0,2,16,17,9,13,13,9,,,,,,,,14.325,14.325,27.656,1,1,4,775,283,Region #2,17,3,0,0,7.118,0,0,0,10.739,0,20.802,22.685,25.01,4,2,13.324,13.324,15.792,1,,1,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,Working with others to complete tasks,1,,1,,3,,,50,2,,7,1,1,1,6392NwKkvp,MoHi_Study1,,43,R_1o6AUStwkJ2pYGd,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player3-Overestimator: Hello 
<br>Player1-Overestimator: hello everyone
<br>Player4-Underestimator: Hello
<br>Player2-Underestimator: Ok that was a little hard lol
<br>Player1-Overestimator: i just guessed the amount of dots
<br>Player4-Underestimator: For sure. I also guessed
<br>Player2-Underestimator: It was so quick
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-11-29 16:14:33,2023-11-29 16:34:58,0,158.103.2.7,100,1224,1,2023-11-29 16:34:59,R_3NV9JgDL5XzilcN,,,,,39.3589,-76.598,anonymous,EN,1,612bfa26437162073ed2077b,1,0,0,117.163,0,0,0,3.011,0,80,0,0,23.385,0,2,17,16,10,16,16,12,,,,,,,,9.986,14.248,79.105,2,1,4,177,83,Region #1,14,3,0,0,65.239,0,0,0,16.737,0,0,0,25.118,0,1,9.35,9.35,19.071,1,1,2,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,See what choice people will make when they're given the opportunity,1,,1,,1,,,14,2,,3,4,1,1,6392NwKkvp,MoHi_Study1,,41,R_3NV9JgDL5XzilcN,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player1-Overestimator: Hello!
<br>Player4-Underestimator: Hello
<br>Player3-Overestimator: Hello!!
<br>Player2-Underestimator: hi
<br>Player1-Overestimator: That was tough, I tried to count the dots but it was impossible
<br>Player4-Underestimator: Same here
<br>Player2-Underestimator: i just kinda yolo it guess alittle to high lol
<br>Player4-Underestimator: hoe did y'all come up with a number?
<br>Player3-Overestimator: Yep, not enough time!!
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-11-29 16:26:29,2023-11-29 16:37:19,0,97.158.90.5,100,650,1,2023-11-29 16:37:20,R_xl7deyUBi3qcgmd,,,,,32.7797,-96.8022,anonymous,EN,1,5cc8f511f24f6c001c1692a9,1,9.939,9.939,10.824,1,0,0,3.112,0,200,0,0,0.481,0,,,,,,,,1,16,16,9,16,16,9,0,0,23.072,0,1,4,686,90,Region #2,17,3,0,0,13.5,0,0,0,24.883,0,0,0,25.009,0,,,,,,,,,,,,,,,1,2,9,no,,,,,,,,,,,,,0,0,15.006,0,i am not sure,1,,1,,1,,great study,24,1,,4,4,1,1,6392NwKkvp,MoHi_Study1,,43,R_xl7deyUBi3qcgmd,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player3-Overestimator: Hello 
<br>Player1-Overestimator: hello everyone
<br>Player4-Underestimator: Hello
<br>Player2-Underestimator: Ok that was a little hard lol
<br>Player1-Overestimator: i just guessed the amount of dots
<br>Player4-Underestimator: For sure. I also guessed
<br>Player2-Underestimator: It was so quick
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-11-29 16:21:07,2023-11-29 16:38:43,0,66.190.9.121,100,1055,1,2023-11-29 16:38:43,R_3qglSao2trD5Cn2,,,,,44.5228,-89.5583,anonymous,EN,1,5aa865ca89de8200013f89d8,1,305.08,305.08,324.32,1,0,0,3.118,0,50,0,0,21.277,0,2,16,16,9,16,16,9,,,,,,,,49.559,87.666,94.018,3,1,4,778,290,Region #2,17,3,0,0,10.449,0,0,0,22.041,0,0,0,25.118,0,,,,,,,,,,,,,,,1,3,9,,,,,,,,,,,,,,0,0,15.013,0,To test people's bias,1,,1,,1,,,27,1,,7,1,1,1,6392NwKkvp,MoHi_Study1,,43,R_3qglSao2trD5Cn2,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player3-Overestimator: Hello 
<br>Player1-Overestimator: hello everyone
<br>Player4-Underestimator: Hello
<br>Player2-Underestimator: Ok that was a little hard lol
<br>Player1-Overestimator: i just guessed the amount of dots
<br>Player4-Underestimator: For sure. I also guessed
<br>Player2-Underestimator: It was so quick
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-11-29 16:32:07,2023-11-29 16:39:40,0,155.186.133.132,100,452,1,2023-11-29 16:39:40,R_1mEoHvbZpUvBAFJ,,,,,33.9332,-83.3536,anonymous,EN,1,63dab0f63ced7430f2c37f3f,1,1.042,1.042,55.165,1,0,0,3.012,0,65,0,0,17.394,0,2,18,19,12,13,16,11,,,,,,,,0.851,18.791,23.667,6,2,1,,,,18,3,2.188,6.309,6.652,2,0.689,8.322,10.817,6,0,0,25.107,0,1,2.852,4.029,16.846,2,1,2,3,10,N/A,,,,,,,,,,,,,,,,,,,,,,,,,"I think the purpose of this study was to see if people would be considerate of others in a group setting ",1,,1,,2,,"I liked the survey ",14,1,,3,4,1,1,6392NwKkvp,MoHi_Study1,,44,R_1mEoHvbZpUvBAFJ,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player4-Underestimator: hi!
<br>Player3-Overestimator: Hello, all!
<br>Player1-Overestimator: Hi
<br>Player2-Underestimator: I think it was a bit hard to have a spot on guess 
<br>Player1-Overestimator: It was veeh hard
<br>Player4-Underestimator: it was super hard haha I tried to ""count"" it and then ended up underestimating 
<br>Player3-Overestimator: Seems as though I overestimated!
<br>Player2-Underestimator: LOLL I tried to count as well
<br>Player3-Overestimator: I wonder how much over I went though.
<br>",,chatLog,,,
2023-11-29 16:22:44,2023-11-29 16:40:24,0,102.88.37.230,100,1059,1,2023-11-29 16:40:24,R_2pSsjmyUORI9eBN,,,,,7.3782,3.9062,anonymous,EN,1,64071f8576c48034c00df845,1,0,0,340.453,0,0,0,3.118,0,75,0,0,0.779,0,,,,,,,,1,19,19,14,14,13,10,0,0,21.268,0,5,4,616,156,Region #2,18,3,0,0,7.128,0,0,0,14.502,0,0,0,25.018,0,,,,,,,,,,,,,,,1,6,9,No,0,0,15.013,0,,,,,,,,,,,,,"Social decisions ",1,,1,,1,,,29,1,,3,1,1,1,6392NwKkvp,MoHi_Study1,,44,R_2pSsjmyUORI9eBN,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player4-Underestimator: hi!
<br>Player3-Overestimator: Hello, all!
<br>Player1-Overestimator: Hi
<br>Player2-Underestimator: I think it was a bit hard to have a spot on guess 
<br>Player1-Overestimator: It was veeh hard
<br>Player4-Underestimator: it was super hard haha I tried to ""count"" it and then ended up underestimating 
<br>Player3-Overestimator: Seems as though I overestimated!
<br>Player2-Underestimator: LOLL I tried to count as well
<br>Player3-Overestimator: I wonder how much over I went though.
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
